"INSTNM","STABBR","REGION","ADM_RATE","UGDS","COSTT4_A","MD_EARN_WNE_P10","MD_EARN_WNE_P6","DEBT_MDN_SUPP","RPY_3YR_RT_SUPP","LO_INC_RPY_3YR_RT_SUPP","MD_INC_RPY_3YR_RT_SUPP","HI_INC_RPY_3YR_RT_SUPP","C150_4_POOLED_SUPP","C200_4_POOLED_SUPP","RET_FT4_POOLED_SUPP","isNCF"
"Umpqua Community College","OR","West",,2255,14857,29300,24900,5708,0.2922998987,0.2280108254,0.4511627907,0.696969697,,,,FALSE
"Warner Pacific University","OR","West",0.9744,363,37406,41000,37900,23000,0.4925373134,0.3741007194,0.5452631579,0.6611570248,0.4199,0.4859,0.6709,FALSE
"Corban University","OR","West",0.9091,970,43905,37600,29700,18575,0.6834264432,0.5136986301,0.6981132075,0.8044692737,0.572,0.5785,0.7847,FALSE
"College of Cosmetology","OR","West",,56,,18700,12300,8158,0.2878787879,0.2352941176,,,,,,FALSE
"Western Seminary","OR","West",,,,,,,,,,,,,,FALSE
"Willamette University","OR","West",0.8364,1623,61279,51100,33500,19500,0.7830045524,0.7391304348,0.7887931034,0.7948717949,0.7338,0.7965,0.8423,FALSE
"Western Oregon University","OR","West",0.8447,4552,22326,39700,31300,15000,0.5417394342,0.4396003633,0.5756929638,0.6395631068,0.4178,0.431,0.7072,FALSE
"University of Western States","OR","West",,0,,50400,,7875,0.64,0.5357142857,,,,,,FALSE
"Jolie Hair and Beauty Academy-Hazleton","PA","ME",,63,,,,6333,0.3535911602,0.2934362934,,,,,,FALSE
"Bryn Athyn College of the New Church","PA","ME",0.888,294,30889,,,13834,0.6022727273,,,,0.5259,0.5849,0.7619,FALSE
"Academy of Vocal Arts","PA","ME",,,,,,,,,,,,,,FALSE
"Albright College","PA","ME",0.62,1897,57415,46700,39500,23734,0.7101346563,0.5986394558,0.7125748503,0.8123667377,0.5242,0.5663,0.6849,FALSE
"All-State Career School","PA","ME",,316,,38500,27100,6333,0.2617062219,0.2375690608,0.3410852713,0.5588235294,,,,FALSE
"Community College of Allegheny County","PA","ME",,14497,13363,32000,26300,6100,0.4174297442,0.3378192804,0.5049019608,0.5682613769,,,,FALSE
"Allegheny College","PA","ME",0.6361,1735,60783,50900,34700,25000,0.7886363636,0.6305732484,0.7840531561,0.8507109005,0.7463,0.7564,0.8188,FALSE
"The  Beauty Institute","PA","ME",,31,,23100,18100,10737,0.2352941176,0.2049180328,,,,,,FALSE
"DeSales University","PA","ME",0.7853,2449,50498,49700,39800,19165,0.7110204082,0.5131964809,0.7081081081,0.8443579767,0.705,0.694,0.8176,FALSE
"Altoona Beauty School Inc","PA","ME",,40,,17200,17900,4750,0.5174825175,0.3943661972,,,,,,FALSE
"Alvernia University","PA","ME",0.6838,2176,46581,44500,36000,22700,0.6231884058,0.4597701149,0.6301369863,0.8075880759,0.5845,0.5307,0.7584,FALSE
"The Beauty Institute-Ambler","PA","ME",,104,,20900,17200,8028,0.3246073298,0.2661870504,,,,,,FALSE
"American College of Financial Services","PA","ME",,9121,,,,,,,,,,,,FALSE
"Automotive Training Center-Exton","PA","ME",,290,,44100,30300,13000,0.5420560748,0.4239130435,0.619047619,0.7133333333,,,,FALSE
"Clarks Summit University","PA","ME",0.5071,531,32740,32000,24900,13094,0.7280701754,0.587628866,0.7884615385,0.7752808989,0.6202,0.5618,0.6438,FALSE
"Community College of Beaver County","PA","ME",,1634,14165,34700,28600,8289,0.4830747532,0.3514285714,0.5620608899,0.6838487973,,,,FALSE
"Arcadia University","PA","ME",0.6416,2003,57155,44100,34300,22847,0.6764705882,0.5798045603,0.6126760563,0.7922606925,0.6868,0.6033,0.7768,FALSE
"Missio Theological Seminary","PA","ME",,,,,,,,,,,,,,FALSE
"Bidwell Training Center Inc","PA","ME",0.6923,115,,,,,,,,,,,,FALSE
"Bloomsburg University of Pennsylvania","PA","ME",0.7678,7920,23444,44500,35900,19500,0.6893018823,0.5030991736,0.6721902017,0.8001086366,0.588,0.6297,0.7286,FALSE
"Bryn Mawr College","PA","ME",0.3408,1353,68410,54600,43100,21395,0.7911832947,0.7211538462,0.7384615385,0.8629441624,0.8512,0.8509,0.9185,FALSE
"Bucknell University","PA","ME",0.3304,3583,70125,70800,57700,23250,0.8962703963,0.7889908257,0.8728070175,0.9289827255,0.894,0.8934,0.9319,FALSE
"Bucks County Community College","PA","ME",,7104,11859,38600,30400,7750,0.5264159924,0.4439716312,0.5357142857,0.60625,,,,FALSE
"Bucks County School of Beauty Culture Inc","PA","ME",,67,,24400,17500,7389,0.625,0.4761904762,,,,,,FALSE
"Butler Beauty Academy","PA","ME",,26,,16200,13200,8000,0.3764705882,0.3,,,,,,FALSE
"Butler County Community College","PA","ME",,2780,9752,31100,26000,5500,0.5433436533,0.4182156134,0.6087866109,0.6739130435,,,,FALSE
"Cabrini University","PA","ME",0.7189,1557,44970,46600,35300,17705,0.6877005348,0.5348837209,0.6447876448,0.8086124402,0.5726,0.5718,0.6968,FALSE
"California University of Pennsylvania","PA","ME",0.9699,5063,25099,41600,32300,18250,0.6352506353,0.5147588193,0.6412166356,0.7539503386,0.5222,0.5473,0.7237,FALSE
"Carlow University","PA","ME",0.8664,1314,40608,39700,36700,20600,0.5677966102,0.4535864979,0.6197916667,0.7352941176,0.5527,0.5353,0.7878,FALSE
"Carnegie Mellon University","PA","ME",0.1712,6483,70060,83600,69800,21500,0.9117859725,0.8578431373,0.8994252874,0.9302045728,0.8884,0.9047,0.9632,FALSE
"Cedar Crest College","PA","ME",0.5719,1303,49741,46700,39100,21000,0.5516898608,0.4716049383,0.5677966102,0.6599190283,0.4771,0.5839,0.8122,FALSE
"Central Penn College","PA","ME",0.724,1020,25495,35300,32000,12667,0.4163237311,0.3307692308,0.4612159329,0.6417910448,0.3622,0.3871,0.4833,FALSE
"Chatham University","PA","ME",0.5538,1059,50346,36600,33600,14500,0.6,0.4926829268,0.606741573,0.7777777778,0.6316,0.5516,0.8075,FALSE
"Chestnut Hill College","PA","ME",0.9603,1284,50541,43600,33300,20835,0.4669187146,0.3360323887,0.5032051282,0.6785714286,0.5752,0.4898,0.7522,FALSE
"Cheyney University of Pennsylvania","PA","ME",,466,24594,29400,21600,15000,0.2178403756,0.2060150376,0.2214983713,0.2903225806,0.1931,0.1791,0.4565,FALSE
"Citizens School of Nursing","PA","ME",0.5,165,,57500,49600,11000,0.75,0.6777777778,,,,,,FALSE
"Clarion University of Pennsylvania","PA","ME",0.941,3849,25132,37900,30600,19500,0.6378716745,0.5,0.6692975533,0.7456521739,0.5164,0.5133,0.7385,FALSE
"DLP Conemaugh Memorial Medical Center","PA","ME",0.8571,212,,56000,45800,12000,0.7006369427,0.5471698113,,,,,,FALSE
"Curtis Institute of Music","PA","ME",0.0455,130,20993,,,,,,,,0.7059,0.875,0.9846,FALSE
"Dean Institute of Technology","PA","ME",,146,26380,37600,30500,8708,0.3617021277,0.3285714286,,,,,,FALSE
"Delaware County Community College","PA","ME",,11314,14745,36900,28700,7750,0.4077287066,0.3188346327,0.4441732764,0.5652610442,,,,FALSE
"Delaware Valley University","PA","ME",0.6566,1884,53667,42100,34600,18233,0.763,0.6349206349,0.7578347578,0.8195652174,0.5435,0.5739,0.7134,FALSE
"Dickinson College","PA","ME",0.4914,2353,68979,57400,44300,19000,0.8834782609,0.8055555556,0.8698630137,0.9047619048,0.8364,0.8465,0.9085,FALSE
"Pennsylvania State University-Dickinson Law","PA","ME",,,,50100,40100,19500,0.6791956399,0.5207120849,0.6650667179,0.7997018673,,,,FALSE
"Douglas Education Center","PA","ME",,213,29525,23400,18900,12000,0.4214659686,0.33632287,0.4948453608,0.6129032258,,,,FALSE
"Drexel University","PA","ME",0.7694,15557,66841,68800,53400,20750,0.7660676704,0.6674584323,0.7234285714,0.8538096974,0.7223,0.7043,0.8909,FALSE
"Duquesne University","PA","ME",0.7185,6008,51678,58500,48700,24247,0.82239819,0.685520362,0.8015364917,0.8761371589,0.8014,0.7485,0.8515,FALSE
"East Stroudsburg University of Pennsylvania","PA","ME",0.8156,5599,21851,44600,33500,15000,0.6595230909,0.5,0.64,0.7563249001,0.4892,0.5746,0.6964,FALSE
"Eastern University","PA","ME",0.6843,1844,46849,42500,33600,19125,0.5664335664,0.3643178411,0.613430127,0.7851405622,0.6212,0.6391,0.7485,FALSE
"Edinboro University of Pennsylvania","PA","ME",0.8,3498,22092,35400,26000,18480,0.5550200803,0.4335511983,0.5979899497,0.6663212435,0.4379,0.503,0.6931,FALSE
"Elizabethtown College","PA","ME",0.7572,1602,57983,51300,42900,25651,0.7891459075,0.5911330049,0.7734375,0.8752327747,0.7364,0.7652,0.8779,FALSE
"Empire Beauty School-Lebanon","PA","ME",,42,,16500,15000,8107,0.2742574257,0.1938911023,0.4519774011,0.6375,,,,FALSE
"Empire Beauty School-York","PA","ME",,113,,18500,16300,8028,0.2978723404,0.2254160363,0.4242424242,0.5802469136,,,,FALSE
"Empire Beauty School-Lancaster","PA","ME",,83,,20300,16200,8028,0.2879914984,0.2361733931,0.3736842105,0.512195122,,,,FALSE
"Empire Beauty School-Shamokin Dam","PA","ME",,57,,20300,16200,8028,0.2879914984,0.2361733931,0.3736842105,0.512195122,,,,FALSE
"Empire Beauty School-Pottsville","PA","ME",,48,,20700,16200,7979,0.2255125285,0.1964549483,0.2875,0.4634146341,,,,FALSE
"Empire Beauty  School-Lehigh Valley","PA","ME",,93,,20300,16200,8028,0.2879914984,0.2361733931,0.3736842105,0.512195122,,,,FALSE
"Empire Beauty School-Gwinnett","GA","SE",,120,,20700,16200,7979,0.2255125285,0.1964549483,0.2875,0.4634146341,,,,FALSE
"Empire Beauty School-Wyoming Valley","PA","ME",,137,,18500,16300,8028,0.2978723404,0.2254160363,0.4242424242,0.5802469136,,,,FALSE
"Empire Beauty School-Warminster","PA","ME",,21,,17100,15900,7627,0.2741273101,0.2199170124,0.3806818182,0.5466666667,,,,FALSE
"Empire Beauty School-Harrisburg","PA","ME",,114,,16500,15000,8107,0.2742574257,0.1938911023,0.4519774011,0.6375,,,,FALSE
"Empire Beauty School-Reading","PA","ME",,101,,18500,16300,8028,0.2978723404,0.2254160363,0.4242424242,0.5802469136,,,,FALSE
"Erie Institute of Technology Inc","PA","ME",,182,23564,29700,27100,9445,0.449044586,0.3933649289,0.527027027,,,,,FALSE
