INSTNM,STABBR,REGION,ADM_RATE,UGDS,COSTT4_A,MD_EARN_WNE_P10,MD_EARN_WNE_P6,DEBT_MDN_SUPP,RPY_3YR_RT_SUPP,LO_INC_RPY_3YR_RT_SUPP,MD_INC_RPY_3YR_RT_SUPP,HI_INC_RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_4_POOLED_SUPP,RET_FT4_POOLED_SUPP,isNCF
Medical College of Wisconsin,WI,GL,,,,250000,,6000,,,,,,,,FALSE
Mid-State Technical College,WI,GL,,2287,13895,33400,28100,5250,0.499712809,0.39781746,0.61627907,0.695852535,,,,FALSE
Milwaukee Area Technical College,WI,GL,,12692,12882,31100,26500,6000,0.340100611,0.252097483,0.49722882,0.580674567,,,,FALSE
Milwaukee Institute of Art & Design,WI,GL,0.5962,659,45542,33300,26600,21069,0.573298429,0.468468469,0.593984962,0.637681159,0.5614,0.5568,0.7236,FALSE
Milwaukee School of Engineering,WI,GL,0.6284,2605,49230,71300,61000,25500,0.833333333,0.700421941,0.853233831,0.8791423,0.6521,0.6082,0.84,FALSE
Moraine Park Technical College,WI,GL,,3463,12964,34600,31400,5500,0.534369396,0.425659472,0.628571429,0.670250896,,,,FALSE
Mount Mary University,WI,GL,0.5599,676,41962,40000,36900,20837,0.554744526,0.441558442,0.572072072,0.75483871,0.411,0.4924,0.7795,FALSE
Nashotah House,WI,GL,,,,,,,,,,,,,,FALSE
Nicolet Area Technical College,WI,GL,,912,13281,29900,24700,4500,0.476462197,0.383371825,0.608695652,0.68852459,,,,FALSE
Northcentral Technical College,WI,GL,,3440,14690,36000,30000,4616,0.478691347,0.377106742,0.626099707,0.68202765,,,,FALSE
Northeast Wisconsin Technical College,WI,GL,,6601,14511,35900,31000,7150,0.491844705,0.37062635,0.611856034,0.669887279,,,,FALSE
Northland College,WI,GL,0.6117,602,44920,33700,24500,19706.5,0.672897196,0.464646465,0.682242991,0.843478261,0.573,0.5281,0.7466,FALSE
Ripon College,WI,GL,0.6753,740,49078,45500,32900,23250,0.748344371,0.705882353,0.72972973,0.786885246,0.6783,0.6887,0.7576,FALSE
Sacred Heart Seminary and School of Theology,WI,GL,,,,,,,,,,,,,,FALSE
Saint Norbert College,WI,GL,0.7922,2041,46159,46400,37900,23250,0.809859155,0.752136752,0.798611111,0.832214765,0.7322,0.7175,0.8412,FALSE
Silver Lake College of the Holy Family,WI,GL,0.5154,309,39664,37600,35500,19347,0.565217391,0.471264368,0.602409639,0.702702703,0.5172,0.4286,0.7193,FALSE
State College of Beauty Culture Inc,WI,GL,,35,,17400,17200,6902,0.578313253,0.442307692,,,,,,FALSE
Southwest Wisconsin Technical College,WI,GL,,1406,13790,33200,28600,5500,0.599151644,0.488322718,0.682191781,0.803738318,,,,FALSE
Bryant & Stratton College-Milwaukee,WI,GL,,152,22423,24100,21200,9618,0.187316343,0.153212958,0.298497496,0.462006079,0.1017,,,FALSE
University of Wisconsin Colleges,WI,GL,0.7946,9321,12200,36000,29300,5500,0.538592949,0.385029135,0.598472669,0.651162791,0.227,0.2321,0.5485,FALSE
Viterbo University,WI,GL,0.6145,1767,37585,43200,38100,20500,0.697694278,0.586894587,0.708423326,0.792717087,0.5043,0.51,0.7547,FALSE
Chippewa Valley Technical College,WI,GL,,4232,14225,35700,31900,7967,0.506280441,0.394828444,0.616705699,0.642036125,,,,FALSE
Waukesha County Technical College,WI,GL,,4715,14014,35900,31200,8585.5,0.411342426,0.301136364,0.51862069,0.614255765,,,,FALSE
Western Technical College,WI,GL,,3854,12976,34900,30300,6918,0.504120387,0.379701916,0.610986547,0.667346939,,,,FALSE
University of Wisconsin-Whitewater,WI,GL,0.7035,10543,17480,42600,35900,18500,0.703395259,0.574856046,0.709242619,0.763322132,0.5949,0.6094,0.7988,FALSE
Wisconsin Indianhead Technical College,WI,GL,,2515,14618,32500,29500,5500,0.592362769,0.492728828,0.703759399,0.754789272,,,,FALSE
Wisconsin School of Professional Psychology,WI,GL,,,,,,,,,,,,,,FALSE
Paul Mitchell the School-Green Bay,WI,GL,,121,,20900,19500,10194,0.365714286,0.224489796,0.577777778,0.5,,,,FALSE
University of Wisconsin-Eau Claire,WI,GL,0.7567,10070,19591,46200,38500,16814.5,0.763513514,0.700552486,0.767649075,0.789937759,0.6714,0.679,0.829,FALSE
University of Wisconsin-Green Bay,WI,GL,0.7553,5503,18302,40800,34800,14000,0.67715769,0.56013363,0.699145299,0.755424063,0.4997,0.5017,0.7346,FALSE
University of Wisconsin-La Crosse,WI,GL,0.7337,9436,17235,48000,38300,18241,0.796564195,0.730769231,0.798719122,0.817906836,0.692,0.6949,0.848,FALSE
Wisconsin Lutheran College,WI,GL,0.9025,982,39394,41300,37100,18700.5,0.727678571,0.510869565,0.738888889,0.829545455,0.6405,0.6235,0.7636,FALSE
University of Wisconsin-Oshkosh,WI,GL,0.6309,9162,18333,42700,36500,16250,0.707830071,0.58037225,0.713636364,0.783333333,0.5248,0.558,0.7638,FALSE
University of Wisconsin-Parkside,WI,GL,0.6077,4056,15399,39900,30000,13000,0.538828633,0.420023015,0.565217391,0.658571429,0.2906,0.3522,0.7165,FALSE
Herzing University-Madison,WI,GL,0.828,1727,28128,37800,27900,11766,0.304110543,0.245060548,0.426702997,0.594810379,0.2476,0.3651,0.3454,FALSE
University of Wisconsin-Stout,WI,GL,0.8718,7955,19233,45100,39200,16838,0.754591837,0.630992196,0.79661017,0.786914766,0.5424,0.574,0.708,FALSE
University of Wisconsin-Superior,WI,GL,0.7618,2241,17820,36700,31200,15533,0.580089343,0.519936204,0.596014493,0.654639175,0.4296,0.4408,0.7015,FALSE
University of Wisconsin-Madison,WI,GL,0.5381,29930,25121,56200,45000,19639,0.838979564,0.743693239,0.83624031,0.862606232,0.8607,0.859,0.9537,FALSE
University of Wisconsin-Milwaukee,WI,GL,0.7248,19436,21701,44200,36300,16000,0.614997484,0.483702738,0.633722438,0.716918715,0.4079,0.4657,0.733,FALSE
University of Wisconsin-Platteville,WI,GL,0.7971,7496,18494,47300,39000,17484,0.776785714,0.677027027,0.788181121,0.821564161,0.5336,0.5498,0.7786,FALSE
University of Wisconsin-River Falls,WI,GL,0.7452,5515,18201,40900,35600,15500,0.762990278,0.689863843,0.766269478,0.799350122,0.5341,0.5774,0.7443,FALSE
University of Wisconsin-Stevens Point,WI,GL,0.8356,7768,17767,40200,33600,17500,0.744670302,0.633788038,0.771907217,0.786134729,0.6416,0.6371,0.7348,FALSE
Casper College,WY,Rockies,,2298,11180,35500,30700,5127,0.523965142,0.410958904,0.619047619,0.642424242,,,,FALSE
Central Wyoming College,WY,Rockies,,944,10410,28400,23400,4750,0.488421053,0.430656934,0.526717557,0.642857143,,,,FALSE
Eastern Wyoming College,WY,Rockies,,620,12200,28500,23000,4500,0.541538462,0.431506849,0.554545455,0.753623188,,,,FALSE
Laramie County Community College,WY,Rockies,,2803,10812,34600,29400,6272,0.565393989,0.483920368,0.668555241,0.64,,,,FALSE
Northwest College,WY,Rockies,,1169,12424,30000,27400,5500,0.547433904,0.460992908,0.604166667,0.636363636,,,,FALSE
Northern Wyoming Community College District,WY,Rockies,,2076,12020,35400,29900,5500,0.587596899,0.451612903,0.676190476,0.711538462,,,,FALSE
Western Wyoming Community College,WY,Rockies,,2349,11194,31800,29100,4243,0.526954178,0.413043478,0.581589958,0.657458564,,,,FALSE
Cheeks Beauty Academy,WY,Rockies,,50,,17300,17400,5528.5,0.359375,0.296551724,,,,,,FALSE
WyoTech,WY,Rockies,,464,,45600,34900,7600,0.445504587,0.339729475,0.534538412,0.720221607,,,,FALSE
University of Wyoming,WY,Rockies,0.9682,9623,19615,47300,38700,11250,0.748187395,0.674893617,0.782685512,0.784988272,0.5683,0.5875,0.7746,FALSE
American Samoa Community College,AS,Outlying,,1095,7400,22300,14700,,,,,,0.3198,,,FALSE
Guam Community College,GU,Outlying,,1794,11632,23500,20100,,,,,,,,,FALSE
University of Guam,GU,Outlying,,3533,13534,30100,22800,12750,0.591087811,0.515320334,0.636065574,0.727272727,0.3238,0.356,0.7397,FALSE
Northern Marianas College,MP,Outlying,,1169,8734,20700,14800,,,,,,0.1615,0.1852,0.7044,FALSE
Institute of Beauty Careers,PR,Outlying,,110,,13700,12600,,,,,,,,,FALSE
Educational Technical College-Recinto de Bayamon,PR,Outlying,,383,,15200,12700,,,,,,,,,FALSE
American University of Puerto Rico,PR,Outlying,,469,16567,21700,15800,4000,0.437974684,0.412650602,,,0.2367,0.3023,0.5317,FALSE
American University of Puerto Rico,PR,Outlying,,646,16800,21700,15800,4000,0.437974684,0.412650602,,,0.2789,0.3616,0.5412,FALSE
American Educational College,PR,Outlying,,329,9223,15100,13100,,,,,,,,,FALSE
Antilles School of Technical Careers,PR,Outlying,,444,,19200,16600,,,,,,,,,FALSE
Universidad Adventista de las Antillas,PR,Outlying,0.9635,1162,13227,20300,18300,9750,0.436585366,0.395904437,,,0.3445,0.3783,0.75,FALSE
Atlantic University College,PR,Outlying,,1540,9598,20100,13900,3500,0.534798535,0.474358974,,,0.3158,0.3398,0.7907,FALSE
Universidad Central de Bayamon,PR,Outlying,0.8685,1410,12125,19600,16100,5906.5,0.434210526,0.432,,,0.2297,0.0322,0.5089,FALSE
Columbia Central University-Caguas,PR,Outlying,,1270,9095,21300,17000,,,,,,0.4296,,0.7143,FALSE
Carlos Albizu University-San Juan,PR,Outlying,0.7083,267,16785,30200,26700,6500,0.450116009,0.440273038,0.440366973,,,,1,FALSE
Caribbean University-Bayamon,PR,Outlying,,1175,8693,18700,15900,6525,0.319642857,0.307773109,,,0.2246,0.2962,0.6425,FALSE
Caribbean University-Carolina,PR,Outlying,,350,9572,18700,15900,6525,0.319642857,0.307773109,,,0.1708,0.3243,0.675,FALSE
Pontifical Catholic University of Puerto Rico-Arecibo,PR,Outlying,0.9516,558,13809,18500,14800,8707,0.317867036,0.292661362,0.416234888,0.319148936,0.3493,0.328,0.6618,FALSE
Pontifical Catholic University of Puerto Rico-Ponce,PR,Outlying,0.9264,5239,14956,18500,14800,8707,0.317867036,0.292661362,0.416234888,0.319148936,0.3934,0.4336,0.7711,FALSE
CEM College-San Juan,PR,Outlying,,442,12347,19000,15300,3000,0.543378995,0.530054645,,,0.6863,,0.55,FALSE
Universidad Teologica del Caribe,PR,Outlying,,273,11322,20200,,7200,,,,,0.3143,,0.5238,FALSE
Colegio Universitario de San Juan,PR,Outlying,0.8824,1480,5950,24400,19400,,,,,,0.2773,0.5348,0.6942,FALSE
Universidad Ana G. Mendez-Cupey Campus,PR,Outlying,,10617,13515,19400,16800,6500,0.433450292,0.41875,0.491452992,0.641509434,0.3197,0.309,0.7243,FALSE
Conservatory of Music of Puerto Rico,PR,Outlying,0.6569,416,12206,15100,12400,7500,0.518987342,0.450980392,,,0.4762,0.6531,0.9348,FALSE
Center for Advanced Studies On Puerto Rico and the Caribbean,PR,Outlying,,,,,,,,,,,,,,FALSE
EDP University of Puerto Rico Inc-San Sebastian,PR,Outlying,,1048,13272,18700,16200,9500,0.41442953,0.396963124,,,0.1306,0.54,,FALSE
Emma's Beauty Academy-Mayaguez,PR,Outlying,,352,,13000,10500,,,,,,,,,FALSE
Escuela de Artes Plasticas y Diseno de Puerto Rico,PR,Outlying,0.8519,497,7122,16000,9200,,,,,,0.3133,0.4656,0.9131,FALSE
Instituto Tecnologico de Puerto Rico-Recinto de Manati,PR,Outlying,0.8658,647,5025,20200,16700,,,,,,,,,FALSE
Huertas College,PR,Outlying,,727,11163,18500,15800,3500,0.477272727,0.428571429,,,0.4143,,0.5946,FALSE
Humacao Community College,PR,Outlying,,468,9010,18200,15200,,,,,,0.6568,,0.5334,FALSE
ICPR Junior College-Arecibo,PR,Outlying,,281,12444,16100,12700,,,,,,,,,FALSE
ICPR Junior College-Mayaguez,PR,Outlying,,403,12030,16100,12700,,,,,,,,,FALSE
Instituto de Educacion Tecnica Ocupacional La Reine-Manati,PR,Outlying,,176,,13200,13000,,,,,,,,,FALSE
Richport Technical College,PR,Outlying,,88,,14100,11500,,,,,,,,,FALSE
Instituto de Banca y Comercio Inc,PR,Outlying,,11239,,16300,13900,3500,0.545454546,,0.638297872,,,,,FALSE
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,PR,Outlying,,622,7061,20200,16700,,,,,,,,,FALSE
Instituto Tecnologico de Puerto Rico-Recinto de Ponce,PR,Outlying,0.9709,349,3930,20200,16700,,,,,,,,,FALSE
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,PR,Outlying,0.9564,636,4007,20200,16700,,,,,,,,,FALSE
Inter American University of Puerto Rico-San German,PR,Outlying,0.6899,4046,13136,19800,16200,3500,,,,,0.3744,0.4293,0.7527,FALSE
Inter American University of Puerto Rico-Aguadilla,PR,Outlying,0.5735,3915,11285,19800,16200,3750,,,,,0.3184,0.3218,0.7396,FALSE
Inter American University of Puerto Rico-Arecibo,PR,Outlying,0.5755,3870,12820,19800,16200,4500,,,,,0.3567,0.3448,0.7452,FALSE
Inter American University of Puerto Rico-Barranquitas,PR,Outlying,0.561,1784,11470,19800,16200,1750,,,,,0.4047,0.4832,0.7376,FALSE
Inter American University of Puerto Rico-Metro,PR,Outlying,0.562,6060,15638,19800,16200,4750,,,,,0.37,0.3644,0.7147,FALSE
Inter American University of Puerto Rico-Ponce,PR,Outlying,0.592,4690,10605,19800,16200,2800,,,,,0.3522,0.3218,0.7579,FALSE
Inter American University of Puerto Rico-Fajardo,PR,Outlying,0.8116,1959,11053,19800,16200,3000,,,,,0.2886,0.3281,0.7539,FALSE
Inter American University of Puerto Rico-Guayama,PR,Outlying,0.4567,1789,13276,19800,16200,3500,,,,,0.3106,0.3364,0.7323,FALSE
Inter American University of Puerto Rico-Bayamon,PR,Outlying,0.6258,4488,10738,19800,16200,4050,,,,,0.3075,0.3402,0.742,FALSE
Inter American University of Puerto Rico-School of Law,PR,Outlying,,,,19800,16200,,,,,,,,,FALSE
International Technical College,PR,Outlying,,102,,17200,16400,,,,,,,,,FALSE
Liceo de Arte y Tecnologia,PR,Outlying,,1097,,21200,17200,2829,0.488017429,0.455696203,0.565573771,,,,,FALSE
Modern Hairstyling Institute-Bayamon,PR,Outlying,1,172,,15300,11500,,,,,,,,,FALSE
Modern Hairstyling Institute-Arecibo,PR,Outlying,1,56,,14700,10200,,,,,,,,,FALSE
National University College,PR,Outlying,0.5933,10524,14223,17400,15700,7000,0.29225,0.271049596,,,0.2228,0.1884,0.6141,FALSE
Ponce Paramedical College Inc,PR,Outlying,,1412,,16000,13100,3659.5,0.285578748,0.264705882,,,,,,FALSE
Ponce Health Sciences University,PR,Outlying,,12,,,,,,,,,,,,FALSE
University of Puerto Rico-Aguadilla,PR,Outlying,0.7098,3385,8867,,,4900,0.559859155,0.547008547,,,0.4247,0.4125,0.8267,FALSE
University of Puerto Rico-Arecibo,PR,Outlying,0.3745,3748,13100,,,4500,0.586206897,0.574144487,,,0.4688,0.4343,0.905,FALSE
University of Puerto Rico-Bayamon,PR,Outlying,0.6075,4531,10819,,,4500,0.663934426,0.623529412,,,0.3726,0.4297,0.8249,FALSE
University of Puerto Rico-Carolina,PR,Outlying,0.3168,3532,13283,,,4500,0.579335793,0.545945946,,,0.4329,0.4944,0.7422,FALSE
University of Puerto Rico-Cayey,PR,Outlying,0.7649,3469,11742,,,4500,0.704545455,0.651162791,,,0.4717,0.5009,0.823,FALSE
University of Puerto Rico-Humacao,PR,Outlying,0.376,3626,13031,,,4975,0.622641509,0.579399142,,,0.4983,0.479,0.837,FALSE
University of Puerto Rico-Utuado,PR,Outlying,0.3536,1136,16311,,,3500,0.351351351,0.322222222,,,0.2002,0.2015,0.5357,FALSE
University of Puerto Rico-Mayaguez,PR,Outlying,0.7354,12208,14159,,33600,5500,0.673245614,0.643249177,0.734177215,0.725806452,0.4579,0.4911,0.8989,FALSE
University of Puerto Rico-Medical Sciences,PR,Outlying,,341,,,,5500,0.757575758,0.707070707,,,,,,FALSE
University of Puerto Rico-Ponce,PR,Outlying,0.3336,3150,14469,,,4800,0.513307985,0.504901961,,,0.429,0.4978,0.8265,FALSE
University of Puerto Rico-Rio Piedras,PR,Outlying,0.3988,11763,10977,,20700,5500,0.600558659,0.563559322,0.664974619,0.70212766,0.5521,0.5202,0.836,FALSE
Universidad Ana G. Mendez-Carolina Campus,PR,Outlying,,10140,13315,19600,16500,5300,0.381783358,0.363950093,0.450574713,0.5,0.2718,0.2847,0.7377,FALSE
Universidad del Sagrado Corazon,PR,Outlying,0.4073,4294,14329,20200,16500,10240,0.451694487,0.416966211,0.529880478,0.55952381,0.3574,0.3769,0.7674,FALSE
Seminario Evangelico de Puerto Rico,PR,Outlying,,,,,,,,,,,,,,FALSE
Universidad Central Del Caribe,PR,Outlying,0.7742,136,23124,29100,24900,5500,0.571428571,,,,0.5313,,0.7778,FALSE
Universidad Politecnica de Puerto Rico,PR,Outlying,,3459,20061,29800,21900,10166,0.53375695,0.501940492,0.568181818,0.655555556,0.2515,0.2863,0.8734,FALSE
Pontifical Catholic University of Puerto Rico-Mayaguez,PR,Outlying,0.9885,1294,13208,18500,14800,8707,0.317867036,0.292661362,0.416234888,0.319148936,0.2886,0.3309,0.7275,FALSE
Universidad Ana G. Mendez-Gurabo Campus,PR,Outlying,,14061,13465,19700,16500,5500,0.447856827,0.422759602,0.530107527,0.592592593,0.2676,0.2526,0.7668,FALSE
College of Micronesia-FSM,FM,Outlying,0.71,2016,9554,19500,16000,,,,,,,,,FALSE
Palau Community College,PW,Outlying,,530,6085,,,,,,,,,,,FALSE
University of the Virgin Islands,VI,Outlying,0.9844,1763,16786,32000,24400,7366,0.397590361,0.352941177,0.478672986,0.392405063,0.2225,0.3014,0.7125,FALSE
Stanford University,CA,West,0.0473,7056,66696,94000,70400,10873.5,0.8992,0.888888889,0.888888889,0.90616622,0.9408,0.9617,0.9821,FALSE
Purdue University-Main Campus,IN,GL,0.5747,31887,22718,55100,44800,17250,0.780933063,0.694677871,0.762043796,0.828236376,0.7737,0.7631,0.9146,FALSE
Blue Hills Regional Technical School,MA,NE,0.1,56,,63300,44800,8796,0.677419355,0.649122807,,,,,,FALSE
Parker University,TX,SW,,330,33456,44000,31400,6333,0.43620178,0.368421053,0.494117647,0.651162791,,,0.8,FALSE
EDP University of Puerto Rico Inc-San Juan,PR,Outlying,0.8367,1958,12497,18700,16200,9500,0.41442953,0.396963124,,,0.3258,0.3115,0.675,FALSE
ICPR Junior College-General Institutional,PR,Outlying,,363,12123,16100,12700,,,,,,,,,FALSE
City College-Fort Lauderdale,FL,SE,,401,28175,28400,23300,16767,0.215315763,0.194426852,0.258426966,0.447368421,0.45,,,FALSE
Meridian College,FL,SE,,227,,18100,20100,10583,0.278225807,0.260204082,,,,,,FALSE
Georgia State University-Perimeter College,GA,SE,0.5928,16577,10600,34300,26100,12500,0.444378748,0.38736734,0.46851595,0.547240803,,,,FALSE
Georgia Piedmont Technical College,GA,SE,,3138,13959,26100,23500,8166,0.217303823,0.198254364,0.263157895,0.425,,,,FALSE
Cortiva Institute-Chicago,IL,GL,,205,,33800,22700,7917,0.414050822,0.3125,0.56626506,0.676056338,,,,FALSE
ETI School of Skilled Trades,IL,GL,,223,,42700,31500,9500,0.394932936,0.319565217,0.525641026,0.654545455,,,,FALSE
Trend Setters' Academy of Beauty Culture-Elizabethtown,KY,SE,,19,,14900,13300,3973,0.226480836,0.196078431,,,,,,FALSE
Traxlers School of Hair,MS,SE,,60,,,,,,,,,,,,FALSE
Vatterott College-Berkeley,MO,Plains,,545,24009,29200,21000,15168,0.136970766,0.118476728,0.255845942,0.512605042,,,,FALSE
Metro Business College-Rolla,MO,Plains,,36,,19100,18400,9500,0.3125,0.272727273,,,,,,FALSE
Metro Business College-Jefferson City,MO,Plains,,49,16392,19100,18400,9500,0.3125,0.272727273,,,,,,FALSE
Warren County Community College,NJ,ME,,1113,10933,34800,26600,5500,0.50295858,0.384615385,0.504065041,0.553333333,,,,FALSE
St. John's College,NM,SW,0.6316,322,63690,33500,22300,17250,0.709497207,0.627118644,0.74,0.757142857,0.565,0.4948,0.8028,FALSE
Bais Medrash Elyon,NY,ME,,38,,,,,,,,,,,,FALSE
Antioch University-Los Angeles,CA,West,,193,,38200,33500,20833,0.462081129,0.409638554,0.537037037,0.534246575,,,,FALSE
Antioch University-Santa Barbara,CA,West,,103,,38200,33500,20833,0.462081129,0.409638554,0.537037037,0.534246575,,,,FALSE
Antioch University-New England,NH,NE,,,,38200,33500,20833,0.462081129,0.409638554,0.537037037,0.534246575,,,,FALSE
Antioch University-Seattle,WA,West,,88,,38200,33500,20833,0.462081129,0.409638554,0.537037037,0.534246575,0,0,,FALSE
Antioch University-Midwest,OH,GL,,41,,38200,33500,20833,0.462081129,0.409638554,0.537037037,0.534246575,,,,FALSE
Mid-America Christian University,OK,SW,,1561,24310,37700,35700,12500,0.376205788,0.271627907,0.486865149,0.6,0.4052,0.4238,0.5573,FALSE
Platt College,OK,SW,,329,,25200,26200,9500,0.341377577,0.31314433,0.399449036,0.648648649,,,,FALSE
Ponca City Beauty College,OK,SW,,35,,,,,,,,,,,,FALSE
Francis Tuttle Technology Center,OK,SW,,806,,32000,28200,,0.411483254,0.350482315,,,,,,FALSE
Central Technology Center,OK,SW,,268,,28800,22400,,,,,,,,,FALSE
Carrington College-Portland,OR,West,0.7606,243,,27100,24600,9500,0.406179352,0.340080972,0.573705179,0.670454546,,,,FALSE
Career Technology Center of Lackawanna County,PA,ME,,72,,39900,34200,10268,0.533333333,0.477272727,,,,,,FALSE
Brightwood College-Nashville,TN,SE,,309,,23900,19700,9100,0.210526316,0.188871473,0.318435754,,,,,FALSE
Brightwood College-El Paso,TX,SW,,381,,24200,20900,8768.5,0.231050228,0.214090661,0.311320755,0.365853659,,,,FALSE
Houston Graduate School of Theology,TX,SW,,,,,,,,,,,,,,FALSE
Palo Alto College,TX,SW,,6681,11953,30000,26100,5500,0.35942492,0.318627451,0.43373494,0.442307692,,,,FALSE
Sebring Career Schools-Huntsville,TX,SW,,36,,18100,14400,5938,0.369565217,,,,,,,FALSE
UCAS University of Cosmetology Arts & Sciences-San Antonio 410,TX,SW,,60,,22600,16900,4460.5,0.441860465,0.420289855,,,,,,FALSE
Central Texas Beauty College-Round Rock,TX,SW,,123,,18600,15100,,,,,,,,,FALSE
Unification Theological Seminary,NY,ME,,,,,,,,,,,,,,FALSE
Athens Technical College,GA,SE,,3808,10278,27800,23500,,,,,,,,,FALSE
GateWay Community College-Central City,AZ,SW,,487,,34100,32800,5556.5,0.320185615,0.25120773,0.44473342,0.584269663,,,,FALSE
Carrington College-San Leandro,CA,West,0.4643,290,,30800,25700,12044,0.38872739,0.316347706,0.509047994,0.664383562,,,,FALSE
Headmasters School of Hair Design,ID,Rockies,,23,,15500,,12000,0.275362319,0.192307692,,,,,,FALSE
The Salon Professional Academy-Nampa,ID,Rockies,,71,,16600,13900,6644.5,0.222222222,0.136690648,,,,,,FALSE
Beckfield College-Florence,KY,SE,,617,31937,26400,29000,13194,0.225195095,0.182017544,0.297546012,0.58,0.1885,0.0189,,FALSE
Dorsey Business Schools-Wayne,MI,GL,,290,28251,22700,19600,9500,0.20510931,0.183844818,0.289320388,0.5,,,,FALSE
Ecumenical Theological Seminary,MI,GL,,12,,,,,,,,,,,,FALSE
Ross Medical Education Center-Saginaw,MI,GL,,138,,21200,19000,9500,0.276789408,0.221498371,0.409292035,0.617886179,,,,FALSE
Sussex County Community College,NJ,ME,,2172,15608,34600,26100,5500,0.517808219,0.35,0.588461539,0.55862069,,,,FALSE
Landmark College,VT,NE,0.5796,413,69020,23600,19300,11000,0.633466136,0.523076923,0.5,0.73880597,0.3,,0.7042,FALSE
National American University-Independence,MO,Plains,,255,,34500,28200,14765,0.24212963,0.193285964,0.363602251,0.5,0.125,0.0526,,FALSE
Yeshiva Gedolah of Greater Detroit,MI,GL,0.8824,60,12600,,,,,,,,0.1452,0.2353,0.9508,FALSE
Austin Graduate School of Theology,TX,SW,,22,,,,,,,,,,,,FALSE
Collin County Community College District,TX,SW,,25701,10166,37500,31800,5500,0.369040342,0.313586098,0.422053232,0.493922652,,,,FALSE
Owensboro Community and Technical College,KY,SE,,2461,11642,27300,24400,4744.5,0.332564842,0.233183857,0.46803653,0.615384615,,,,FALSE
Jenny Lea Academy of Cosmetology,KY,SE,,41,,,,,,,,,,,,FALSE
Empire Beauty School-Hurstborne,KY,SE,,85,,17100,15900,7753,0.27412731,0.219917012,0.380681818,0.546666667,,,,FALSE
Cloyd's Beauty School 3 Inc,LA,SE,,26,,,,,,,,,,,,FALSE
Moore Norman Technology Center,OK,SW,0.6789,384,,31300,27600,,,,,,,,,FALSE
Fayette County Career & Technical Institute Practical Nursing Program,PA,ME,,90,,39300,37800,12450,0.451327434,0.358208955,,,,,,FALSE
Franklin County Career and Technology Center,PA,ME,,88,,42100,,10760,0.615384615,0.534883721,,,,,,FALSE
Paul Mitchell the School-Knoxville,TN,SE,,166,,,,9833,0.317829457,0.255681818,0.37254902,0.580645161,,,,FALSE
Ogle School Hair Skin Nails-Hurst,TX,SW,,132,,19900,19200,7445.5,0.33,0.258426966,0.450549451,0.523809524,,,,FALSE
FIDM-Fashion Institute of Design & Merchandising-San Diego,CA,West,0.4545,66,41897,37200,33900,12500,0.62595226,0.572649573,0.614497529,0.704904406,,,,FALSE
National American University-Albuquerque,NM,SW,,190,,34500,28200,14765,0.24212963,0.193285964,0.363602251,0.5,,,,FALSE
Tennessee College of Applied Technology Nashville,TN,SE,,806,,27300,24900,,0.375,0.25,,,,,,FALSE
ECPI University,VA,SE,0.7129,11512,25429,34600,29000,13236.5,0.326870961,0.273623001,0.378345985,0.55,0.4707,0.3224,0.5151,FALSE
Branford Hall Career Institute-Jersey City,NJ,ME,,146,,36400,24000,6919,0.372106825,0.335021097,0.412371134,0.625,,,,FALSE
Paul Mitchell the School-Houston,TX,SW,,386,,17200,22000,9833,0.37593985,0.30075188,0.482758621,0.608695652,,,,FALSE
TDDS Technical Institute,OH,GL,0.5575,239,,34800,35500,5066,0.406143345,0.345238095,,,,,,FALSE
Fortis Institute-Forty Fort,PA,ME,,159,23467,22500,21400,6333,0.35839599,0.305084746,0.473684211,,,,,FALSE
Laurel Business Institute,PA,ME,0.8559,237,13900,21500,20500,8973,0.466431095,0.399014778,,,,,,FALSE
Aviation Institute of Maintenance-Philadelphia,PA,ME,,274,24346,37200,27400,12690,0.318604651,0.283828383,0.343434343,,,,,FALSE
Carrington College-Phoenix East,AZ,SW,0.1594,332,,25400,25200,9196,0.329336188,0.278544174,0.428720083,0.586092715,,,,FALSE
Dorsey Business Schools-Roseville,MI,GL,,461,31993,22700,19600,9500,0.20510931,0.183844818,0.289320388,0.5,,,,FALSE
Moler-Pickens Beauty Academy,OH,GL,,78,,15600,14900,6334,0.164835165,,,,,,,FALSE
Red River Technology Center,OK,SW,,526,,25700,19400,,,,,,,,,FALSE
Brightwood Career Institute-Harrisburg,PA,ME,,178,,23400,17300,8558.5,0.182107497,0.151439299,0.289325843,0.653333333,,,,FALSE
Southern Union State Community College,AL,SE,,4331,15101,30700,25300,5500,0.373227453,0.254601227,0.48582996,0.580756014,,,,FALSE
South University-Columbia,SC,SE,,806,27413,33400,26900,10919,0.254758584,0.210557279,0.323293501,0.491299304,0.1,0.125,0.3,FALSE
Everest University-Brandon,FL,SE,,40,,26100,18200,11318,0.12343165,0.113619515,0.220334183,0.334365325,0.1794,0.3069,,FALSE
Clinton Technical School,MO,Plains,1,17,,,,8490,0.441860465,,,,,,,FALSE
Greene County Career and Technology Center,PA,ME,,25,,,,13876,0.382978723,,,,,,,FALSE
Lac Courte Oreilles Ojibwa Community College,WI,GL,,183,16665,21200,14900,,,,,,,,,FALSE
