INSTNM,STABBR,REGION,ADM_RATE,UGDS,COSTT4_A,MD_EARN_WNE_P10,MD_EARN_WNE_P6,DEBT_MDN_SUPP,RPY_3YR_RT_SUPP,LO_INC_RPY_3YR_RT_SUPP,MD_INC_RPY_3YR_RT_SUPP,HI_INC_RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_4_POOLED_SUPP,RET_FT4_POOLED_SUPP,isNCF
University of Louisiana at Monroe,LA,SE,0.7546,6121,19162,37500,31600,10848,0.63131543,0.557021678,0.688155922,0.718550107,0.4214,0.4146,0.7282,FALSE
Northwest Louisiana Technical College,LA,SE,,832,15844,,,,,,,,,,,FALSE
Notre Dame Seminary Graduate School of Theology,LA,SE,,,,,,,,,,,,,,FALSE
Northwestern State University of Louisiana,LA,SE,0.8029,7994,20172,34300,30700,12500,0.620084695,0.544868035,0.665350444,0.760204082,0.3746,0.4105,0.7292,FALSE
University of Holy Cross,LA,SE,0.4615,743,19144,39500,36500,14250,0.688212928,0.632867133,0.741721854,0.775280899,0.4167,0.237,0.7179,FALSE
Franciscan Missionaries of Our Lady University,LA,SE,0.4844,1168,24473,47200,45100,14823,0.731707317,0.697508897,0.733576642,0.830687831,0.4321,0.375,0.6759,FALSE
Pat Goins Benton Road Beauty School,LA,SE,,74,,,,4750,0.527272727,0.488372093,,,,,,FALSE
Celebrity Stylist Beauty School,LA,SE,,32,,,,9500,,,,,,,,FALSE
Pat Goins Ruston Beauty School,LA,SE,,33,,,,6333,0.529411765,,,,,,,FALSE
Pineville Beauty School,LA,SE,,59,,,,,,,,,,,,FALSE
Aveda Institute-Covington,LA,SE,,2265,,22800,21500,8432,0.467584209,0.402461539,0.497751124,0.650319829,,,,FALSE
Saint Joseph Seminary College,LA,SE,,146,33817,,,,,,,,0.5294,0.6316,0.8,FALSE
Vanguard College of Cosmetology-Slidell,LA,SE,,103,,17200,16300,9549.5,0.528767123,0.519685039,0.514705882,0.604651163,,,,FALSE
South Louisiana Beauty College,LA,SE,,39,,13500,,5500,0.45945946,,,,,,,FALSE
Fletcher Technical Community College,LA,SE,,1674,14329,28100,24400,3500,,,,,,,,FALSE
Remington College-Lafayette Campus,LA,SE,,421,24689,26800,21900,9500,0.258916165,0.228370413,0.361576355,0.536945813,,,,FALSE
SOWELA Technical Community College,LA,SE,,2688,15555,34200,28700,3500,,,,,,,,FALSE
Stevensons Academy of Hair Design,LA,SE,,33,,16200,16000,,,,,,,,,FALSE
Southeastern Louisiana University,LA,SE,0.8834,10929,19170,37200,31500,9408,0.665686496,0.587862797,0.681358382,0.775831874,0.4058,0.4108,0.6412,FALSE
Southern University and A & M College,LA,SE,0.4547,5137,22328,34700,27300,16419,0.53247549,0.539973202,0.512820513,0.524647887,0.2912,0.3998,0.6293,FALSE
Southern University at New Orleans,LA,SE,0.2467,1899,12778,28600,24800,18632,0.538409245,0.542264753,0.491712707,0.638888889,0.173,0.1596,0.4925,FALSE
Southern University at Shreveport,LA,SE,,2165,15774,25000,22900,8250,0.431067961,0.416070008,0.487179487,0.537037037,,,,FALSE
University of Louisiana at Lafayette,LA,SE,0.5087,14753,20443,39900,32800,11882,0.693051202,0.625472888,0.69343696,0.791512915,0.4479,0.5208,0.7478,FALSE
Northshore Technical Community College,LA,SE,,2305,11494,,,4354,,,,,,,,FALSE
Tulane University of Louisiana,LA,SE,0.215,7871,66898,61700,42800,22000,0.708036139,0.560160428,0.711359404,0.841075795,0.8333,0.8355,0.9236,FALSE
Xavier University of Louisiana,LA,SE,0.6408,2266,33593,49800,29900,14203,0.525490196,0.53100159,0.501253133,0.550607287,0.4299,0.418,0.7195,FALSE
South Central Louisiana Technical College,LA,SE,,1002,13554,,,,,,,,,,,FALSE
Purdue University Global-Lewiston,ME,NE,,508,,33900,24600,12638,0.255960094,0.204735307,0.350211964,0.534312161,0.3167,,,FALSE
College of the Atlantic,ME,NE,0.6793,339,54969,24600,18500,14386,0.770833333,,0.761904762,,0.6563,0.7241,0.8,FALSE
Bates College,ME,NE,0.2193,1787,66550,59200,43100,13000,0.876494024,,,0.913580247,0.9005,0.8849,0.9517,FALSE
Beal College,ME,NE,,246,,21000,22700,9831,0.335877863,0.26519337,0.481203008,,,,,FALSE
Bowdoin College,ME,NE,0.1363,1812,65590,65500,44600,16778,0.9,,,0.927631579,0.9485,0.9307,0.9492,FALSE
Maine College of Health Professions,ME,NE,0.8182,188,18810,49000,50000,13920,0.715151515,0.636363636,,,,,,FALSE
Central Maine Community College,ME,NE,,2272,13170,32100,27900,7685.5,0.457384515,0.339438339,0.553571429,0.682242991,,,,FALSE
Colby College,ME,NE,0.1579,1917,65824,58100,42700,17799,0.871473354,,,0.886792453,0.9031,0.9261,0.9332,FALSE
Eastern Maine Community College,ME,NE,,1870,15426,32400,28600,7107,0.456179775,0.359351988,0.55142232,0.567839196,,,,FALSE
Kennebec Valley Community College,ME,NE,,1599,14039,29000,26900,7527,0.458100559,0.35272045,0.594202899,0.674418605,,,,FALSE
The Landing School,ME,NE,,54,35945,,38100,9500,,,,,,,,FALSE
University of Maine at Augusta,ME,NE,,3244,17119,27700,23900,12793,0.404517454,0.327659575,0.507594937,0.654761905,0.1466,0.1412,0.5541,FALSE
University of Maine at Farmington,ME,NE,0.8257,1741,20840,36000,27200,18375,0.653482373,0.548850575,0.675105485,0.730205279,0.5357,0.5746,0.7279,FALSE
University of Maine at Fort Kent,ME,NE,0.972,1036,17137,33400,31700,12500,0.638554217,0.571428571,0.648484849,0.756097561,0.3462,0.3948,0.6652,FALSE
University of Maine at Machias,ME,NE,,522,17735,27500,23200,11125,0.535211268,0.462365591,0.622807018,0.6,0.3021,0.3464,0.6364,FALSE
University of Maine,ME,NE,0.9226,8836,23262,42500,33800,17500,0.720320466,0.620752984,0.737820513,0.775510204,0.5812,0.5961,0.7538,FALSE
Maine Maritime Academy,ME,NE,0.7961,1018,26948,95600,75200,27000,0.878440367,0.837606838,0.894366197,0.892655367,0.6573,0.6318,0.8097,FALSE
University of Maine at Presque Isle,ME,NE,0.9544,800,16268,32400,26800,9750,0.530927835,0.416356877,0.591549296,0.71,0.3333,0.4804,0.6,FALSE
University of New England,ME,NE,0.8074,2360,52449,46300,36400,21500,0.733386709,0.648854962,0.73853211,0.769509982,0.5828,0.6332,0.7924,FALSE
Northern Maine Community College,ME,NE,,608,14537,30300,24200,7774,0.444444444,0.349206349,0.575949367,0.675,,,,FALSE
Empire Beauty School-Maine,ME,NE,,186,,18200,15700,8915,0.277136259,0.24328594,0.35978836,0.409090909,,,,FALSE
Maine College of Art,ME,NE,0.6774,456,46271,27700,22700,14700,0.662037037,0.646341463,0.568965517,0.75,0.5492,0.5407,0.6681,FALSE
Saint Joseph's College of Maine,ME,NE,0.8011,1494,47953,43400,39900,14563.5,0.733333333,0.619047619,0.706948641,0.837579618,0.5669,0.5868,0.814,FALSE
Spa Tech Institute-Westbrook,ME,NE,,183,,24700,20900,6333,0.551282051,0.492146597,0.61589404,0.692307692,,,,FALSE
Southern Maine Community College,ME,NE,,4961,15970,33900,27300,6000,0.479634465,0.379044684,0.55708502,0.634259259,,,,FALSE
University of Southern Maine,ME,NE,0.8348,5248,19306,38700,33000,14000,0.650360866,0.59888966,0.664864865,0.705472637,0.334,0.3784,0.6564,FALSE
Thomas College,ME,NE,,825,37427,38100,30600,16566,0.646825397,0.535714286,0.712707182,0.724409449,0.4628,0.4585,0.6615,FALSE
Unity College,ME,NE,0.8874,700,39027,34100,26100,16000,0.681948424,0.52688172,0.695652174,0.788135593,0.6182,0.5667,0.6804,FALSE
Washington County Community College,ME,NE,,271,10082,27900,22600,5050,0.414634146,0.305194805,,,,,,FALSE
Aesthetics Institute of Cosmetology,MD,ME,,25,,26900,,6333,0.430769231,0.388888889,,,,,,FALSE
Allegany College of Maryland,MD,ME,,1990,14634,29900,24300,8523,0.448863636,0.326719577,0.537688442,0.619047619,,,,FALSE
Anne Arundel Community College,MD,ME,,11294,18831,36900,29700,5500,0.403805497,0.304815864,0.467674223,0.52294686,,,,FALSE
Brightwood College-Towson,MD,ME,,309,,26100,18800,9436,0.21192053,0.183299389,,,,,,FALSE
Award Beauty School,MD,ME,,157,,16600,14500,4999,0.18230563,0.163522013,,,,,,FALSE
Baltimore Studio of Hair Design,MD,ME,,46,,17200,15300,4750,0.083333333,0.076923077,,,,,,FALSE
Baltimore City Community College,MD,ME,,3797,9538,29700,22100,,,,,,,,,FALSE
University of Baltimore,MD,ME,0.8099,2856,25951,58000,41300,15750,0.431222707,0.378803778,0.448613377,0.578947368,0.3452,0.4303,0.7018,FALSE
Bowie State University,MD,ME,0.36,5107,20911,45800,32100,14493,0.306122449,0.285400659,0.306544202,0.338596491,0.3836,0.4165,0.7317,FALSE
Capitol Technology University,MD,ME,0.7473,421,39293,63900,47900,16625,0.678787879,0.53968254,,,0.5167,0.3905,0.7273,FALSE
Cecil College,MD,ME,,2112,10774,31500,27100,6500,0.420502092,0.302197802,0.456140351,0.544,,,,FALSE
College of Southern Maryland,MD,ME,,6699,12458,36500,27800,5500,0.418874172,0.29528536,0.45,0.501030928,,,,FALSE
Chesapeake College,MD,ME,,1744,9318,27100,24300,,,,,,,,,FALSE
Washington Adventist University,MD,ME,0.6139,750,32240,42600,36500,25500,0.439688716,0.419270833,0.430962343,0.506756757,0.3763,0.4,0.7604,FALSE
Coppin State University,MD,ME,0.3651,2459,17848,38100,28500,15250,0.26106958,0.236641221,0.293307087,0.31147541,0.2083,0.2331,0.6432,FALSE
Delmarva Beauty Academy,MD,ME,,51,,20800,15400,11715,0.203883495,,,,,,,FALSE
North American Trade Schools,MD,ME,,448,,34800,24800,5286,0.269749518,0.217391304,0.429447853,0.638297872,,,,FALSE
Frederick Community College,MD,ME,,4830,10000,36000,27700,5028,0.480406386,0.389121339,0.497652582,0.556962025,,,,FALSE
Frostburg State University,MD,ME,0.7229,4486,21220,44600,31600,14000,0.578581363,0.426229508,0.589385475,0.66367713,0.4814,0.5122,0.7534,FALSE
Garrett College,MD,ME,,450,12936,27400,23500,7341,0.333333333,0.247058824,0.414965986,0.5,,,,FALSE
Goucher College,MD,ME,0.7884,1526,58514,48900,28300,19000,0.732209738,0.542857143,0.68627451,0.829710145,0.6398,0.6742,0.7853,FALSE
Purdue University Global-Hagerstown,MD,ME,,470,,33900,24600,12638,0.255960094,0.204735307,0.350211964,0.534312161,0.3912,,,FALSE
Hagerstown Community College,MD,ME,,3181,10727,33700,26900,5500,0.412045889,0.325238508,0.493650794,0.569579288,,,,FALSE
Harford Community College,MD,ME,,5018,10798,32600,26100,5250,0.461028192,0.352459016,0.493827161,0.568527919,,,,FALSE
Hood College,MD,ME,0.8113,1108,51223,45300,35500,20719,0.701133145,0.638497653,0.702564103,0.744966443,0.6284,0.687,0.7941,FALSE
Howard Community College,MD,ME,,8943,14835,38600,30100,5500,0.358942066,0.275067751,0.384297521,0.494535519,,,,FALSE
Aveda Institute-Maryland,MD,ME,,37,,26400,16200,9708,0.364705882,0.293103448,,,,,,FALSE
Johns Hopkins University,MD,ME,0.1254,5663,67603,73200,62700,12645,0.822309417,0.78436019,0.798301486,0.852974186,0.9256,0.9369,0.967,FALSE
Lincoln College of Technology-Columbia,MD,ME,,569,,39400,29300,11250,0.378525933,0.285229202,0.454005935,0.549132948,,,,FALSE
Loyola University Maryland,MD,ME,0.7528,3903,63437,68100,50700,26511,0.820857864,0.686131387,0.765124555,0.865110246,0.8208,0.82,0.8513,FALSE
University of Maryland-University College,MD,ME,,42289,18719,51200,43200,9500,0.431336324,0.358268464,0.471672355,0.553079179,0.0951,0.0931,0.4017,FALSE
University of Maryland Baltimore,MD,ME,,918,,89700,70000,14737,0.8424821,0.791411043,0.84496124,0.905511811,,,,FALSE
University of Maryland-Baltimore County,MD,ME,0.6021,11130,24503,55000,40800,16000,0.673720332,0.567518248,0.678988327,0.754552076,0.6393,0.6597,0.8775,FALSE
University of Maryland-College Park,MD,ME,0.445,29273,25701,62900,47200,16500,0.793993825,0.701778386,0.78022541,0.837553879,0.8584,0.8644,0.9515,FALSE
Maryland Institute College of Art,MD,ME,0.6161,1743,60465,37300,26100,21798,0.731958763,0.64516129,0.726775956,0.773955774,0.7259,0.7356,0.8745,FALSE
University of Maryland Eastern Shore,MD,ME,0.3901,2799,22192,36600,26200,15530.5,0.270452358,0.236245955,0.279391425,0.329439252,0.3723,0.3715,0.6062,FALSE
Fortis Institute-Towson,MD,ME,,412,,27200,25600,9500,0.236795384,0.202307259,0.327891157,0.493087558,,,,FALSE
Montgomery Beauty School,MD,ME,,120,,17100,15700,4750,0.20952381,0.181451613,,,,,,FALSE
Montgomery College,MD,ME,,18915,13647,40700,30700,6000,0.469636701,0.428179825,0.498845266,0.527777778,,,,FALSE
Morgan State University,MD,ME,0.6372,6426,23774,40500,27900,22500,0.240963855,0.214198286,0.233699634,0.313858696,0.3474,0.3537,0.7279,FALSE
Mount St. Mary's University,MD,ME,0.6423,1785,53535,52600,41300,17700,0.747712418,0.568807339,0.659090909,0.837155963,0.6657,0.675,0.7508,FALSE
Ner Israel Rabbinical College,MD,ME,0.6418,265,22250,,,,,,,,0.5051,0.4792,0.8088,FALSE
Hair Academy Inc-New Carrollton,MD,ME,,447,,16000,14800,5113,0.145604396,0.115107914,0.211678832,0.371428571,,,,FALSE
Notre Dame of Maryland University,MD,ME,0.714,808,46117,51800,42400,18666,0.590690209,0.471428571,0.613733906,0.7,0.4648,0.5721,0.7473,FALSE
Prince George's Community College,MD,ME,,10743,12691,39700,29200,5250,0.322556008,0.288764616,0.356515373,0.356302521,,,,FALSE
Brightwood College-Baltimore,MD,ME,,452,,27600,19700,7968.5,0.179115854,0.150320807,0.262857143,0.543478261,,,,FALSE
Robert Paul Academy of Cosmetology Arts & Sciences,MD,ME,,26,,30300,22900,7833,0.709302326,,,,,,,FALSE
Maryland Beauty Academy of Essex,MD,ME,,80,,19600,16100,6350,0.309734513,0.2375,,,,,,FALSE
Salisbury University,MD,ME,0.6502,7552,24056,50500,38800,16000,0.684069612,0.547546012,0.682957394,0.742522757,0.6977,0.6745,0.8361,FALSE
St. Mary's College of Maryland,MD,ME,0.8242,1544,28952,52200,38800,16750,0.803088803,0.532258065,0.822580645,0.846385542,0.7559,0.803,0.8679,FALSE
St. John's College,MD,ME,0.5445,458,63423,36900,27200,19000,0.734693878,0.666666667,0.642857143,0.827956989,0.7131,0.7137,0.8515,FALSE
Brightwood College-Beltsville,MD,ME,,529,,33000,28300,9499,0.272727273,0.225631769,0.31441048,0.53125,,,,FALSE
Towson University,MD,ME,0.773,19367,23929,50800,40700,14759,0.684875276,0.572944297,0.658564161,0.755315669,0.7116,0.7096,0.8507,FALSE
Maryland University of Integrative Health,MD,ME,,,,,,,,,,,,,,FALSE
United States Naval Academy,MD,U.S.S.S,0.0844,4495,,,,,,,,,0.8962,0.874,0.9681,FALSE
Stevenson University,MD,ME,0.6087,3375,47537,49600,42400,20632,0.581423402,0.402684564,0.55234657,0.727549467,0.5347,0.574,0.7836,FALSE
Washington College,MD,ME,0.4762,1449,58469,51400,38900,20000,0.844230769,0.683333333,0.798387097,0.889880952,0.7476,0.7453,0.8577,FALSE
McDaniel College,MD,ME,0.85,1562,53446,49700,35600,21620,0.793991416,0.71641791,0.759090909,0.846376812,0.6791,0.7009,0.7995,FALSE
Wor-Wic Community College,MD,ME,,2652,12959,27900,23600,3500,0.504472272,0.424778761,0.572115385,0.536,,,,FALSE
Hult International Business School,MA,NE,0.5494,512,55793,,,,,,,,,,0.8458,FALSE
New England College of Business and Finance,MA,NE,,911,,,,8797,0.503759399,0.398373984,0.487437186,0.714285714,0.4706,,,FALSE
American International College,MA,NE,0.7183,1336,47630,46000,37600,19500,0.481744422,0.342364532,0.50591716,0.681818182,0.4286,0.3959,0.6484,FALSE
Amherst College,MA,NE,0.129,1835,68986,65000,44100,12000,0.8,,,0.815384615,0.9431,0.9524,0.9631,FALSE
Andover Newton Theological School,MA,NE,,,,,,,,,,,,,,FALSE
Anna Maria College,MA,NE,0.7918,1118,49314,44800,33400,17500,0.576119403,0.423469388,0.523584906,0.732824428,0.3981,0.3641,0.6778,FALSE
Assabet Valley Regional Technical School,MA,NE,0.2632,49,,43400,,9500,0.660714286,,,,,,,FALSE
Assumption College,MA,NE,0.7899,2058,49821,55200,45900,24000,0.807730426,0.647058824,0.790322581,0.855263158,0.726,0.7163,0.823,FALSE
Babson College,MA,NE,0.2418,2342,66564,96100,70400,24875,0.906382979,0.795918367,0.909836066,0.948,0.9148,0.8969,0.9534,FALSE
Bancroft School of Massage Therapy,MA,NE,0.5714,51,,,25100,7600,0.721311475,0.710526316,,,,,,FALSE
Boston Baptist College,MA,NE,0.7308,63,24909,33600,,,0.660714286,,,,0.4583,0.359,0.625,FALSE
Bay Path University,MA,NE,0.6286,1944,45709,42700,34200,17150,0.550825369,0.457983193,0.566176471,0.692883895,0.5908,0.5973,0.713,FALSE
Bay State College,MA,NE,0.4419,710,38145,32100,29100,18000,0.443192488,0.358792185,0.480392157,0.62755102,0.2831,0.2913,0.3446,FALSE
Bay State School of Technology,MA,NE,,120,,43600,32900,11159,0.568376068,0.480263158,,,,,,FALSE
Becker College,MA,NE,0.6941,1800,52639,43800,34600,19500,0.510489511,0.368038741,0.522546419,0.663841808,0.3683,0.3138,0.7065,FALSE
Bentley University,MA,NE,0.4415,4203,63186,86900,65800,25000,0.913806255,0.838297872,0.886503068,0.949333333,0.8994,0.89,0.9289,FALSE
Berklee College of Music,MA,NE,0.5252,6197,61210,30300,21300,14750,0.65077233,0.628712871,0.648648649,0.66519174,0.627,0.5773,0.8373,FALSE
Berkshire Community College,MA,NE,,1585,15236,30700,25700,6250,0.428263215,0.327838828,0.548507463,0.628318584,,,,FALSE
Empire Beauty School-Boston,MA,NE,,160,,16500,15000,8100,0.274257426,0.193891102,0.451977401,0.6375,,,,FALSE
Boston Architectural College,MA,NE,,318,34048,46100,37400,31000,0.470948012,0.406451613,0.482352941,0.574712644,0.1428,0.1314,0.7667,FALSE
Boston Graduate School of Psychoanalysis Inc,MA,NE,,,,,,,,,,,,,,FALSE
Boston College,MA,NE,0.3241,9636,68039,72500,57000,18962,0.90739879,0.812154696,0.900188324,0.937898089,0.9231,0.9229,0.949,FALSE
Boston University,MA,NE,0.2511,16716,67879,65300,49200,23500,0.822019516,0.74801061,0.801935964,0.853649217,0.8681,0.8541,0.9326,FALSE
Brandeis University,MA,NE,0.3422,3624,68036,57900,41700,26250,0.828708134,0.742574257,0.798561151,0.874336283,0.9,0.8927,0.9358,FALSE
Bridgewater State University,MA,NE,0.8036,9390,23109,45300,36400,18280,0.635930048,0.557627119,0.616077616,0.703932584,0.5899,0.6205,0.7791,FALSE
Bristol Community College,MA,NE,,6994,10405,31800,27000,3212.5,0.527198364,0.449941107,0.564234327,0.574638844,,,,FALSE
Signature Healthcare Brockton Hospital School of Nursing,MA,NE,0.75,258,,62000,57700,18875,0.546623794,0.487804878,0.495495496,0.714285714,,,,FALSE
Bunker Hill Community College,MA,NE,,10732,12105,35100,29300,4750,0.448591013,0.405325444,0.495475113,0.492307692,,,,FALSE
Cambridge College,MA,NE,,742,26636,38100,35100,14667,0.404864092,0.351282051,0.446280992,0.567164179,0.011,0.0604,0.5961,FALSE
Cape Cod Community College,MA,NE,,2700,12838,31700,26600,5500,0.53021148,0.446808511,0.528795812,0.656084656,,,,FALSE
Catherine Hinds Institute of Esthetics,MA,NE,,161,,32700,25700,4157,0.759493671,0.658536585,,,,,,FALSE
Laboure College,MA,NE,0.7843,869,38498,57200,52000,14250,0.469601677,0.441314554,0.425149701,0.608247423,,,,FALSE
Clark University,MA,NE,0.5627,2205,53086,49100,37000,24962.5,0.797011208,0.688405797,0.784671533,0.84398977,0.7905,0.8103,0.868,FALSE
Conway School of Landscape Design,MA,NE,,,,,,,,,,,,,,FALSE
Curry College,MA,NE,0.9005,2535,53433,45900,39500,19266.5,0.673699016,0.544692737,0.642523365,0.767295598,0.5004,0.4735,0.6912,FALSE
Lincoln Technical Institute-Somerville,MA,NE,,272,,27600,23400,9500,0.297687327,0.244410952,0.385052034,0.623978202,,,,FALSE
Dean College,MA,NE,0.8607,1260,53544,33500,26900,9920,0.485227273,0.250909091,0.541666667,0.630498534,0.4029,0.4767,0.656,FALSE
Diman Regional Technical Institute,MA,NE,1,59,,,,9500,0.596491228,0.514285714,,,,,,FALSE
National Aviation Academy of New England,MA,NE,,189,,56100,37100,14666,0.523160763,0.50877193,0.43956044,0.75,,,,FALSE
Eastern Nazarene College,MA,NE,0.6776,693,43345,42300,34500,18500,0.615384615,0.5375,0.644808743,0.662251656,0.4762,0.6124,0.7087,FALSE
Emerson College,MA,NE,0.4606,3799,62389,46600,37300,21375,0.78003003,0.679425837,0.717579251,0.835051546,0.8063,0.8027,0.8756,FALSE
Emmanuel College,MA,NE,0.7299,1848,54325,49700,38900,23500,0.714449541,0.646341463,0.677165354,0.759911894,0.6633,0.6512,0.7915,FALSE
Endicott College,MA,NE,0.814,3197,48715,51100,44300,22000,0.834900732,0.645669291,0.799107143,0.887788779,0.7767,0.7203,0.8517,FALSE
Rob Roy Academy-Fall River,MA,NE,,33,,16800,14500,5747,0.265536723,0.201388889,,,,,,FALSE
Fisher College,MA,NE,0.6583,1466,43616,34900,29400,9500,0.440851735,0.368888889,0.497382199,0.568720379,0.3287,0.4676,0.6087,FALSE
Fitchburg State University,MA,NE,0.8004,4040,21186,45700,35500,15744,0.65664557,0.591880342,0.648729447,0.703557312,0.5674,0.5629,0.7636,FALSE
Framingham State University,MA,NE,0.6811,3963,23838,45800,36300,17671,0.706211528,0.622871046,0.682481752,0.763285024,0.5428,0.5561,0.7489,FALSE
Benjamin Franklin Institute of Technology,MA,NE,,550,24802,41700,32700,9500,0.479166667,0.419871795,0.4765625,0.693181818,0.4561,,,FALSE
Gordon College,MA,NE,0.8889,1573,48531,41700,36500,23250,0.826546003,0.763636364,0.845744681,0.835616438,0.7026,0.7125,0.8443,FALSE
Gordon-Conwell Theological Seminary,MA,NE,,,,,,,,,,,,,,FALSE
Greenfield Community College,MA,NE,,1551,15122,32300,25800,4750,0.519950125,0.449541284,0.604166667,0.603174603,,,,FALSE
Hampshire College,MA,NE,0.6282,1264,65153,34500,20700,17745,0.733913044,0.685950413,0.687830688,0.788679245,0.6378,0.7177,0.7783,FALSE
Harvard University,MA,NE,0.0516,7532,66900,89700,70300,7000,0.707142857,0.543624161,0.685185185,0.871165644,0.9683,0.9819,0.9783,FALSE
Hebrew College,MA,NE,,1,,,,,,,,,,,,FALSE
Hellenic College-Holy Cross Greek Orthodox School of Theology,MA,NE,1,77,41282,,,12050,0.606060606,,,,0.5833,0.4872,0.8572,FALSE
College of the Holy Cross,MA,NE,0.396,2827,63968,71000,49100,27000,0.869220608,0.8375,0.812121212,0.892578125,0.9195,0.9225,0.9514,FALSE
Holyoke Community College,MA,NE,,5059,12375,31200,26000,4200,0.485639687,0.379980564,0.551597052,0.606593407,,,,FALSE
Lasell College,MA,NE,0.8072,1696,50223,43000,36500,24000,0.670665213,0.54679803,0.613333333,0.77294686,0.5212,0.5493,0.7646,FALSE
Lawrence Memorial Hospital School of Nursing,MA,NE,,281,,68100,63400,19701,0.702586207,0.733333333,0.7,0.671641791,,,,FALSE
Lesley University,MA,NE,0.7261,2074,43407,38700,32200,15750,0.630537229,0.514851485,0.636094675,0.70952381,0.57,0.5888,0.7989,FALSE
Longy School of Music of Bard College,MA,NE,0.9333,46,53190,,,20297.5,0.790566038,0.684615385,0.77631579,0.85483871,0.5806,,0.725,FALSE
Lowell Academy Hairstyling Institute,MA,NE,,92,,20000,19400,5500,0.379562044,0.305555556,,,,,,FALSE
University of Massachusetts-Lowell,MA,NE,0.6883,13284,27313,53300,41600,17928,0.6378327,0.544776119,0.637620192,0.725458468,0.5791,0.578,0.8555,FALSE
Mansfield Beauty Schools-Springfield,MA,NE,,21,,,,5500,,,,,,,,FALSE
Mansfield Beauty Schools-Quincy,MA,NE,,35,,15300,21900,5500,0.462686567,0.372093023,,,,,,FALSE
University of Massachusetts-Amherst,MA,NE,0.5758,23010,29172,51400,41200,20600,0.773175101,0.686117647,0.773112481,0.817145571,0.7667,0.7794,0.9095,FALSE
University of Massachusetts-Boston,MA,NE,0.7515,12159,21777,48200,39300,16250,0.602331606,0.565471226,0.617664493,0.649734648,0.4667,0.4642,0.7851,FALSE
Massachusetts Bay Community College,MA,NE,,3736,16165,41000,31200,4000,0.571969697,0.517894737,0.582720588,0.637873754,,,,FALSE
MCPHS University,MA,NE,0.8386,3837,49645,116000,75700,25000,0.826957034,0.765784114,0.814545455,0.882978723,0.7578,0.6434,0.8394,FALSE
Massachusetts College of Art and Design,MA,NE,0.7066,1812,27560,36200,28500,20000,0.678812416,0.572139304,0.685185185,0.740740741,0.7253,0.724,0.881,FALSE
Massachusetts Institute of Technology,MA,NE,0.0717,4489,65478,104700,82200,15346,0.918228279,,,0.93129771,0.9331,0.9328,0.9842,FALSE
Massachusetts Maritime Academy,MA,NE,0.8317,1627,23932,86600,66300,23250,0.847426471,0.772151899,0.848214286,0.864022663,0.7532,0.7208,0.8737,FALSE
University of Massachusetts Medical School Worcester,MA,NE,,,,179000,63500,,,,,,,,,FALSE
William James College,MA,NE,,5,,,,,,,,,,,,FALSE
Massachusetts School of Barbering,MA,NE,,61,,,,7613,0.368421053,0.333333333,,,,,,FALSE
Massasoit Community College,MA,NE,,6035,14169,35100,29000,5500,0.495774648,0.409921671,0.507352941,0.54969574,,,,FALSE
Merrimack College,MA,NE,0.8154,3404,53429,57100,45500,23250,0.781837161,0.598726115,0.732057416,0.847972973,0.7031,0.6968,0.8115,FALSE
MGH Institute of Health Professions,MA,NE,,195,,,67900,25000,0.866425993,0.825757576,,,,,,FALSE
Middlesex Community College,MA,NE,,7183,9021,35400,30300,3697,0.567678847,0.488817891,0.618343195,0.591263651,,,,FALSE
Montserrat College of Art,MA,NE,,359,45291,26500,22800,24247.5,0.585774059,0.451612903,0.614457831,0.64893617,0.5614,0.5144,0.8023,FALSE
Mount Holyoke College,MA,NE,0.5084,2186,61118,48600,34600,19500,0.797356828,0.698113208,0.810679612,0.866920152,0.8506,0.832,0.9103,FALSE
Mount Ida College,MA,NE,0.7488,1520,48671,40400,32900,14750,0.567915691,0.387096774,0.575645757,0.726973684,0.411,0.4135,0.6677,FALSE
Mount Wachusett Community College,MA,NE,,3410,12762,32400,28600,4061,0.556622851,0.481806775,0.575471698,0.660592255,,,,FALSE
Rob Roy Academy-New Bedford,MA,NE,,16,,,,7300.5,0.25,,,,,,,FALSE
The New England Conservatory of Music,MA,NE,0.3281,413,62089,32100,25500,29000,0.78761062,,,0.85915493,0.8042,0.861,0.9126,FALSE
New England College of Optometry,MA,NE,,,,97900,,,,,,,,,,FALSE
New England Law-Boston,MA,NE,,,,72200,64600,,,,,,,,,FALSE
New England School of Photography,MA,NE,0.7377,71,38653,29900,20700,12000,0.666666667,,,,,,,FALSE
Newbury College,MA,NE,0.7541,620,48357,39700,32500,12000,0.448222566,0.360153257,0.431718062,0.616352201,0.4059,0.3656,0.4944,FALSE
Nichols College,MA,NE,0.925,1308,49714,48300,38500,19000,0.673469388,0.6,0.62962963,0.737113402,0.4677,0.4668,0.7378,FALSE
Massachusetts College of Liberal Arts,MA,NE,0.7663,1364,23106,35800,28100,17500,0.597790055,0.504792332,0.640776699,0.653710247,0.5373,0.5313,0.7542,FALSE
North Bennet Street School,MA,NE,,154,,34800,33800,9500,0.75257732,0.714285714,,,,,,FALSE
North Shore Community College,MA,NE,,5514,12367,35200,28500,5500,0.530132789,0.446854664,0.597423511,0.614457831,,,,FALSE
